City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
670,Lebanon,US,36.2081,-86.2911,71.82,81,75,8.05,broken clouds
671,Saint-Francois,FR,46.4154,3.9054,39.67,100,90,3.44,fog
672,Impfondo,CG,1.6381,18.0667,74.3,80,89,3.18,overcast clouds
673,Westport,US,41.1415,-73.3579,51.42,93,90,1.01,overcast clouds
674,Bonito,BR,-21.1211,-56.4819,84.34,53,53,4.0,broken clouds
675,Belyy Yar,RU,53.6039,91.3903,8.49,79,40,4.47,scattered clouds
676,Makat,KZ,47.6469,53.3463,24.82,95,93,5.75,overcast clouds
677,Codrington,AU,-38.2667,141.9667,70.07,55,99,6.96,overcast clouds
678,Lethem,GY,3.3803,-59.7968,85.89,52,100,12.66,overcast clouds
679,Caborca,MX,30.5838,-111.101,57.7,70,87,30.06,overcast clouds
680,Askiz,RU,53.1319,90.5264,4.95,81,97,4.16,overcast clouds
681,Matamba,TZ,-8.9833,33.9667,56.57,92,76,0.65,light rain
682,Hay River,CA,60.8156,-115.7999,-13.36,97,99,2.37,overcast clouds
683,Dogondoutchi,NE,13.6393,4.0287,71.46,13,2,9.24,clear sky
684,Port-De-Bouc,FR,43.4,4.9833,50.22,100,90,4.61,fog
685,Kieta,PG,-6.2167,155.6333,83.28,78,100,3.76,overcast clouds
686,Leeton,AU,-34.5667,146.4,82.89,25,2,7.45,clear sky
687,Vung Tau,VN,10.346,107.0843,75.15,72,28,4.76,scattered clouds
688,Homer,US,59.6425,-151.5483,33.04,98,90,0.0,mist
689,Eyl,SO,7.9803,49.8164,75.65,84,27,15.52,scattered clouds
690,Jiayuguan,CN,39.8167,98.3,17.51,40,8,5.86,clear sky
691,Port Macquarie,AU,-31.4333,152.9167,70.9,73,92,6.96,overcast clouds
692,Suntar,RU,62.1444,117.6319,-16.65,100,92,3.44,overcast clouds
693,Pavlovka,RU,52.6897,47.1405,9.07,98,93,4.85,overcast clouds
694,Manokwari,ID,-0.8667,134.0833,79.21,78,100,3.56,moderate rain
695,Shakawe,BW,-18.3667,21.85,70.47,80,60,6.31,broken clouds
696,Abha,SA,18.2164,42.5053,54.75,73,8,4.07,clear sky
697,Esmeraldas,BR,-19.7625,-44.3139,64.2,96,100,6.35,light rain
698,Udachnyy,RU,66.4167,112.4,-25.49,99,100,2.15,overcast clouds
699,Longonjo,AO,-12.9067,15.2533,63.54,93,64,1.74,light rain
700,Camopi,GF,3.1655,-52.3158,72.72,99,75,4.12,light rain
