City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Butaritari,KI,2021-12-22 01:16:35,3.0707,172.7902,81.66,68,100,3.51
59,Bilibino,RU,2021-12-22 01:16:36,68.0546,166.4372,-34.51,100,66,2.46
60,Torbay,CA,2021-12-22 01:12:26,47.6666,-52.7314,35.67,95,90,11.5
61,Pevek,RU,2021-12-22 01:16:37,69.7008,170.3133,-12.59,88,100,3.2
62,Khatanga,RU,2021-12-22 01:16:37,71.9667,102.5,-31.41,100,65,4.65
63,Lalibela,ET,2021-12-22 01:16:38,12.0333,39.0333,55.15,59,9,5.19
64,Severo-Kurilsk,RU,2021-12-22 01:16:39,50.6789,156.125,25.03,71,11,15.68
65,Hongjiang,CN,2021-12-22 01:16:39,27.11,109.9956,52.27,77,0,1.25
66,Coihaique,CL,2021-12-22 01:16:40,-45.5752,-72.0662,65.01,55,3,2.3
67,Muana,BR,2021-12-22 01:16:40,-1.5283,-49.2167,78.64,83,100,6.96
68,Kaitangata,NZ,2021-12-22 01:14:47,-46.2817,169.8464,69.93,45,26,9.55
69,Rawson,AR,2021-12-22 01:16:42,-43.3002,-65.1023,62.73,53,0,9.28
70,Qaanaaq,GL,2021-12-22 01:14:53,77.484,-69.3632,25.43,67,92,5.97
71,Andapa,MG,2021-12-22 01:16:43,-14.65,49.65,71.44,98,99,0.31
72,Codrington,AU,2021-12-22 01:16:43,-38.2667,141.9667,63.39,53,33,11.79
73,Tandil,AR,2021-12-22 01:16:44,-37.3217,-59.1332,74.3,51,100,1.9
74,Ushuaia,AR,2021-12-22 01:16:44,-54.8,-68.3,47.86,76,20,31.07
75,Turukhansk,RU,2021-12-22 01:16:44,65.8167,87.9833,-4.27,79,100,12.44
76,Te Anau,NZ,2021-12-22 01:16:45,-45.4167,167.7167,53.98,92,100,5.3
77,Esperance,AU,2021-12-22 01:16:46,-33.8667,121.9,73.36,52,8,8.23
78,Kapaa,US,2021-12-22 01:16:47,22.0752,-159.319,73.72,76,90,7.0
79,Constitucion,CL,2021-12-22 01:15:31,-35.3333,-72.4167,61.18,63,0,12.62
80,Georgetown,MY,2021-12-22 01:13:50,5.4112,100.3354,78.89,90,20,0.0
81,Puerto Escondido,MX,2021-12-22 01:16:48,15.85,-97.0667,81.43,65,75,3.44
82,Port Elizabeth,ZA,2021-12-22 01:16:48,-33.918,25.5701,66.09,100,0,5.75
83,Provideniya,RU,2021-12-22 01:16:08,64.3833,-173.3,12.31,73,0,6.71
84,Senno,RU,2021-12-22 01:16:49,59.5336,33.9167,-5.4,100,99,1.7
85,Saint-Pierre,RE,2021-12-22 01:16:50,-21.3393,55.4781,78.48,75,0,2.3
86,Mataura,NZ,2021-12-22 01:16:50,-46.1927,168.8643,66.47,43,83,11.5
87,Griffith,US,2021-12-22 01:13:32,41.5284,-87.4237,35.71,68,40,3.0
88,Khilok,RU,2021-12-22 01:16:51,51.3674,110.4676,-13.68,98,36,2.59
89,Luderitz,NA,2021-12-22 01:16:51,-26.6481,15.1594,58.37,89,0,2.19
90,Sao Felix Do Xingu,BR,2021-12-22 01:16:52,-6.6447,-51.995,73.47,98,100,1.36
91,East London,ZA,2021-12-22 01:15:29,-33.0153,27.9116,68.95,92,5,8.16
92,Goya,AR,2021-12-22 01:17:52,-29.14,-59.2626,86.47,35,1,5.55
93,Ostrovnoy,RU,2021-12-22 01:17:53,68.0531,39.5131,20.68,96,100,13.31
94,Siyabuswa,ZA,2021-12-22 01:17:53,-25.1132,29.0445,69.28,67,100,9.26
95,Lompoc,US,2021-12-22 01:17:54,34.6391,-120.4579,57.56,81,1,0.0
96,Busselton,AU,2021-12-22 01:17:54,-33.65,115.3333,75.09,51,0,11.3
97,Maryborough,AU,2021-12-22 01:17:55,-25.5333,152.7,90.3,33,0,4.68
98,Lorengau,PG,2021-12-22 01:17:56,-2.0226,147.2712,84.11,74,56,6.26
99,Chicama,PE,2021-12-22 01:17:56,-7.8447,-79.1469,61.34,79,12,6.22
100,Santa Maria Da Boa Vista,BR,2021-12-22 01:17:56,-8.8078,-39.8256,83.62,52,100,2.53
101,Roald,NO,2021-12-22 01:17:57,62.5833,6.1333,38.34,93,90,8.05
102,Tuatapere,NZ,2021-12-22 01:17:58,-46.1333,167.6833,66.81,67,70,11.45
103,Klaksvik,FO,2021-12-22 01:17:58,62.2266,-6.589,34.72,69,100,10.58
104,Mogadishu,SO,2021-12-22 01:17:59,2.0371,45.3438,78.3,80,100,18.63
105,Ucluelet,CA,2021-12-22 01:17:59,48.9329,-125.5528,42.1,92,100,1.99
106,Pontes E Lacerda,BR,2021-12-22 01:14:27,-15.2261,-59.3353,72.64,97,100,2.33
107,Mar Del Plata,AR,2021-12-22 01:17:23,-38.0023,-57.5575,71.1,94,78,1.01
108,Assos,GR,2021-12-22 01:18:00,37.9333,22.8333,49.75,74,98,3.11
109,Ponta Do Sol,PT,2021-12-22 01:18:01,32.6667,-17.1,67.01,83,97,7.9
110,Hilo,US,2021-12-22 01:13:42,19.7297,-155.09,73.27,46,90,6.91
111,Port Alfred,ZA,2021-12-22 01:18:01,-33.5906,26.891,68.04,93,13,6.13
112,Mwinilunga,ZM,2021-12-22 01:18:02,-11.7358,24.4293,62.62,98,100,3.06
113,Marsh Harbour,BS,2021-12-22 01:18:02,26.5412,-77.0636,77.04,82,100,23.6
114,Adre,TD,2021-12-22 01:18:03,13.4667,22.2,62.37,20,11,16.06
115,Hambantota,LK,2021-12-22 01:18:03,6.1241,81.1185,74.91,84,90,9.62
116,Cotacachi,EC,2021-12-22 01:18:04,0.3,-78.2667,56.75,96,100,0.92
117,Caravelas,BR,2021-12-22 01:18:04,-17.7125,-39.2481,73.26,93,28,4.52
118,Nyurba,RU,2021-12-22 01:18:05,63.2842,118.3319,-51.84,100,56,2.13
119,Zhigansk,RU,2021-12-22 01:18:05,66.7697,123.3711,-46.61,96,99,5.79
120,Taywarah,AF,2021-12-22 01:18:06,33.35,64.4167,35.22,68,100,2.95
121,Half Moon Bay,US,2021-12-22 01:13:47,37.4636,-122.4286,57.63,82,75,13.8
122,Ulety,RU,2021-12-22 01:18:07,51.3572,112.4849,-11.49,93,14,2.73
123,Bende,NG,2021-12-22 01:18:07,5.5572,7.6368,72.68,58,11,2.46
124,Luoyang,CN,2021-12-22 01:14:01,34.6836,112.4536,44.96,35,0,1.7
125,Lasa,IT,2021-12-22 01:18:08,46.6166,10.7002,25.68,44,0,4.45
126,Ust-Ilimsk,RU,2021-12-22 01:13:25,58.0006,102.6619,-31.76,99,9,0.74
127,Eidfjord,NO,2021-12-22 01:18:09,60.4675,7.0719,27.59,93,100,4.14
128,Huarmey,PE,2021-12-22 01:18:09,-10.0681,-78.1522,68.76,82,90,7.43
129,Port Macquarie,AU,2021-12-22 01:18:10,-31.4333,152.9167,84.88,70,100,7.36
130,Kruisfontein,ZA,2021-12-22 01:18:10,-34.0033,24.7314,63.88,95,100,5.28
131,Wanaka,NZ,2021-12-22 01:18:11,-44.7,169.15,63.32,63,45,14.32
132,Oktyabrskiy,RU,2021-12-22 01:18:12,54.4815,53.471,1.71,98,49,4.72
133,Okhotsk,RU,2021-12-22 01:18:12,59.3833,143.3,-3.19,82,100,18.32
134,Kungurtug,RU,2021-12-22 01:18:13,50.5994,97.5228,7.72,98,100,1.14
135,Moscow,RU,2021-12-22 01:18:13,55.7522,37.6156,-5.46,97,92,4.79
136,Bilma,NE,2021-12-22 01:18:14,18.6853,12.9164,58.57,23,0,7.29
137,Springfield,US,2021-12-22 01:15:11,37.2153,-93.2982,44.46,74,1,3.0
138,Watrous,CA,2021-12-22 01:18:15,51.6668,-105.4679,8.38,78,100,6.91
139,Manaure,CO,2021-12-22 01:19:15,11.7751,-72.4445,79.88,74,100,10.85
140,Nouadhibou,MR,2021-12-22 01:19:16,20.931,-17.0347,67.98,68,1,14.97
141,Karratha,AU,2021-12-22 01:19:16,-20.7377,116.8463,97.7,29,0,7.94
142,Hithadhoo,MV,2021-12-22 01:19:17,-0.6,73.0833,81.21,70,68,1.12
143,Sechura,PE,2021-12-22 01:19:17,-5.5569,-80.8222,70.3,74,11,14.74
144,Saint-Leu,RE,2021-12-22 01:19:18,-21.15,55.2833,77.86,96,100,5.59
145,San Patricio,US,2021-12-22 01:19:19,28.017,-97.5169,60.89,65,2,7.74
146,Rochefort,FR,2021-12-22 01:19:19,45.9167,-1.0,30.25,76,10,9.64
147,Lloydminster,CA,2021-12-22 01:19:20,53.2835,-110.0016,17.82,79,90,10.36
148,Ormara,PK,2021-12-22 01:19:21,25.2088,64.6357,72.03,78,0,7.18
149,Egvekinot,RU,2021-12-22 01:19:21,66.3167,-179.1667,-13.59,77,100,7.16
150,Puerto Del Rosario,ES,2021-12-22 01:19:22,28.5004,-13.8627,62.35,63,77,1.14
151,Vao,NC,2021-12-22 01:19:22,-22.6667,167.4833,77.2,78,71,10.45
152,Mackay,AU,2021-12-22 01:18:08,-21.15,149.2,89.69,54,0,7.74
153,Spearfish,US,2021-12-22 01:19:23,44.4908,-103.8594,41.27,49,1,1.99
154,Beian,NO,2021-12-22 01:19:24,63.6559,9.5683,36.01,87,75,16.11
155,Japura,ID,2021-12-22 01:19:24,-0.3167,102.35,77.83,89,69,0.56
156,Acapulco,MX,2021-12-22 01:19:25,16.8634,-99.8901,80.42,78,75,3.44
157,Dingle,PH,2021-12-22 01:19:26,10.9995,122.6711,80.55,81,100,6.76
158,Saskylakh,RU,2021-12-22 01:19:26,71.9167,114.0833,-25.13,100,84,3.96
159,Palm Beach Gardens,US,2021-12-22 01:19:27,26.8234,-80.1386,73.38,89,40,1.01
160,Saint George,US,2021-12-22 01:16:03,37.1041,-113.5841,44.64,58,1,3.0
161,Bethel,US,2021-12-22 01:19:28,41.3712,-73.414,37.92,76,40,0.0
162,Tasiilaq,GL,2021-12-22 01:17:27,65.6145,-37.6368,30.36,55,84,4.61
163,Ruangwa,TZ,2021-12-22 01:19:28,-10.0667,38.9333,67.84,96,8,1.52
164,Mindelo,CV,2021-12-22 01:19:29,16.8901,-24.9804,71.15,78,20,19.57
165,Sitka,US,2021-12-22 01:18:43,57.0531,-135.33,37.29,65,75,9.22
166,Nome,US,2021-12-22 01:19:30,64.5011,-165.4064,12.27,52,1,11.5
167,Bengkulu,ID,2021-12-22 01:14:45,-3.8004,102.2655,78.96,76,8,3.8
168,Sur,OM,2021-12-22 01:19:30,22.5667,59.5289,71.11,47,9,1.32
169,Lavrentiya,RU,2021-12-22 01:19:31,65.5833,-171.0,-4.92,77,100,5.41
170,Sao Filipe,CV,2021-12-22 01:19:32,14.8961,-24.4956,74.62,72,100,10.07
171,Darnah,LY,2021-12-22 01:19:32,32.767,22.6367,56.5,70,2,10.27
172,Aleksandrov Gay,RU,2021-12-22 01:19:33,50.147,48.5704,21.45,61,7,4.03
173,Rocha,UY,2021-12-22 01:19:33,-34.4833,-54.3333,61.41,93,6,3.94
174,Bay City,US,2021-12-22 01:18:07,43.5945,-83.8889,37.62,81,90,12.66
175,Cabo San Lucas,MX,2021-12-22 01:19:34,22.8909,-109.9124,75.51,49,1,4.61
176,Miracema Do Tocantins,BR,2021-12-22 01:19:35,-9.5618,-48.3967,74.73,93,100,2.8
177,New Norfolk,AU,2021-12-22 01:19:35,-42.7826,147.0587,63.75,42,31,4.0
178,Atar,MR,2021-12-22 01:19:36,20.5169,-13.0499,70.56,26,10,7.29
179,Safaga,EG,2021-12-22 01:19:36,26.7292,33.9365,59.41,50,14,11.63
180,Nador,MA,2021-12-22 01:19:37,35.174,-2.9287,59.25,88,75,9.22
181,Paamiut,GL,2021-12-22 01:19:38,61.994,-49.6678,32.32,99,100,17.47
182,Tabuk,PH,2021-12-22 01:19:38,17.4189,121.4443,77.65,87,49,2.82
183,Nioro,GM,2021-12-22 01:18:08,13.35,-15.75,80.46,20,100,8.72
184,Broome,US,2021-12-22 01:19:39,42.2506,-75.833,35.91,68,1,1.99
185,Hay River,CA,2021-12-22 01:19:39,60.8156,-115.7999,-11.22,70,90,5.75
186,Oromocto,CA,2021-12-22 01:19:40,45.8351,-66.4792,29.95,66,1,5.75
187,Upernavik,GL,2021-12-22 01:20:41,72.7868,-56.1549,25.43,71,50,10.96
188,Los Llanos De Aridane,ES,2021-12-22 01:20:41,28.6585,-17.9182,62.35,92,75,7.0
189,Hami,CN,2021-12-22 01:17:27,42.8,93.45,25.0,49,24,7.63
190,Clyde River,CA,2021-12-22 01:20:42,70.4692,-68.5914,7.03,85,100,29.93
191,Mujiayingzi,CN,2021-12-22 01:20:43,42.1167,118.7833,16.7,64,11,2.48
192,Santa Maria,BR,2021-12-22 01:20:43,-29.6842,-53.8069,70.9,94,75,4.61
193,Solone,UA,2021-12-22 01:20:44,48.2081,34.8721,8.65,63,50,13.04
194,Touros,BR,2021-12-22 01:20:44,-5.1989,-35.4608,81.5,77,100,9.17
195,Kuri,KR,2021-12-22 01:20:45,37.5986,127.1394,33.66,30,0,0.87
196,Tuktoyaktuk,CA,2021-12-22 01:20:45,69.4541,-133.0374,-2.2,71,75,21.85
197,Svetlyy,RU,2021-12-22 01:20:46,54.675,20.1347,14.05,92,94,5.5
198,Cartagena,CO,2021-12-22 01:17:06,10.3997,-75.5144,82.02,78,20,8.05
199,Avarua,CK,2021-12-22 01:20:47,-21.2078,-159.775,80.65,69,40,13.8
200,Broken Hill,AU,2021-12-22 01:19:15,-31.95,141.4333,83.71,25,1,14.92
201,Roma,US,2021-12-22 01:18:35,43.2128,-75.4557,36.39,86,1,10.36
202,Castro,BR,2021-12-22 01:20:48,-24.7911,-50.0119,68.85,65,90,2.86
203,Salalah,OM,2021-12-22 01:20:48,17.0151,54.0924,75.29,73,75,2.3
204,Slobodskoy,RU,2021-12-22 01:20:49,58.7322,50.1772,-1.55,98,89,4.59
205,Margate,GB,2021-12-22 01:20:49,51.3813,1.3862,37.9,66,30,1.99
206,Puerto Ayora,EC,2021-12-22 01:20:50,-0.7393,-90.3518,70.54,91,38,6.58
207,Carnarvon,AU,2021-12-22 01:20:50,-24.8667,113.6333,75.27,64,4,21.85
208,Asau,RO,2021-12-22 01:20:51,46.4333,26.4,16.75,91,23,5.19
209,Muisne,EC,2021-12-22 01:20:52,0.6,-80.0333,74.21,86,100,5.21
210,Chuy,UY,2021-12-22 01:20:52,-33.6971,-53.4616,66.18,83,0,7.83
211,Enshi,CN,2021-12-22 01:20:53,30.3,109.4833,46.09,77,0,0.76
212,Yerbogachen,RU,2021-12-22 01:20:53,61.2767,108.0108,-39.71,100,69,2.37
213,San Quintin,MX,2021-12-22 01:20:54,30.4833,-115.95,60.42,69,100,7.38
214,Chilca,PE,2021-12-22 01:20:54,-12.5211,-76.7372,71.62,88,100,8.21
215,Nalut,LY,2021-12-22 01:20:55,30.3333,10.85,47.52,43,83,4.63
216,Awjilah,LY,2021-12-22 01:20:55,29.1081,21.2869,53.2,46,0,6.17
217,Tomakomai,JP,2021-12-22 01:20:56,42.6369,141.6033,35.17,59,20,11.5
218,Baykit,RU,2021-12-22 01:20:56,61.67,96.37,-21.08,98,100,1.9
219,Vila Franca Do Campo,PT,2021-12-22 01:20:57,37.7167,-25.4333,60.19,94,100,13.94
220,Antofagasta,CL,2021-12-22 01:20:57,-23.65,-70.4,65.48,79,100,3.38
221,Arraial Do Cabo,BR,2021-12-22 01:20:58,-22.9661,-42.0278,74.21,88,30,23.73
222,Hagi,JP,2021-12-22 01:20:58,34.4,131.4167,53.85,58,8,9.91
223,Yaan,NG,2021-12-22 01:20:59,7.3833,8.5667,76.5,27,9,4.79
224,Adrar,MR,2021-12-22 01:20:59,20.5022,-10.0711,66.65,21,100,10.0
225,Bathsheba,BB,2021-12-22 01:21:00,13.2167,-59.5167,79.41,78,40,17.27
226,Muravlenko,RU,2021-12-22 01:21:00,63.7898,74.523,5.47,96,100,13.6
227,Coracao De Maria,BR,2021-12-22 01:21:01,-12.2333,-38.75,72.25,96,100,3.91
228,Brigantine,US,2021-12-22 01:21:02,39.4101,-74.3646,47.01,78,90,0.0
229,Nikel,RU,2021-12-22 01:22:02,69.4128,30.222,17.78,93,100,6.73
230,Velikiy Ustyug,RU,2021-12-22 01:22:03,60.7644,46.3106,-3.41,97,97,5.21
231,Frankfort,ZA,2021-12-22 01:22:04,-27.2667,28.4833,58.23,77,100,1.83
232,Rio Cuarto,AR,2021-12-22 01:22:04,-33.1307,-64.3499,70.66,69,9,1.45
233,Acarau,BR,2021-12-22 01:22:05,-2.8856,-40.12,80.49,78,73,14.18
234,Iskateley,RU,2021-12-22 01:22:05,67.6803,53.1512,-22.07,98,84,3.71
235,Bismarck,US,2021-12-22 01:21:06,46.8083,-100.7837,17.87,76,1,5.75
236,Guerrero Negro,MX,2021-12-22 01:22:06,27.9769,-114.0611,63.7,45,100,10.18
237,Alyangula,AU,2021-12-22 01:22:06,-13.8483,136.4192,87.44,61,92,5.88
238,Hirara,JP,2021-12-22 01:22:07,24.8,125.2833,75.47,94,75,11.5
239,Houma,US,2021-12-22 01:22:07,29.5958,-90.7195,48.99,90,1,0.0
240,Mineiros,BR,2021-12-22 01:22:08,-17.5694,-52.5511,70.29,97,100,1.03
241,Yeppoon,AU,2021-12-22 01:22:08,-23.1333,150.7333,87.58,57,0,9.33
242,Tommot,RU,2021-12-22 01:22:09,58.9564,126.2925,-36.22,99,100,0.78
243,Camocim,BR,2021-12-22 01:22:09,-2.9022,-40.8411,80.15,79,55,13.91
244,Vanimo,PG,2021-12-22 01:22:10,-2.6741,141.3028,82.99,81,100,7.38
245,Airai,TL,2021-12-22 01:22:10,-8.9266,125.4092,69.39,75,99,2.48
246,Narino,CO,2021-12-22 01:22:11,5.6089,-75.1766,66.42,98,100,3.51
247,Vidim,RU,2021-12-22 01:22:11,56.4088,103.1106,-29.76,98,8,2.68
248,San Giovanni Rotondo,IT,2021-12-22 01:22:12,41.7049,15.7191,35.22,75,20,2.3
249,Tarko-Sale,RU,2021-12-22 01:22:12,64.9225,77.785,-4.67,97,100,13.27
250,Ilulissat,GL,2021-12-22 01:22:13,69.2167,-51.1,39.22,38,61,23.02
251,Souillac,MU,2021-12-22 01:22:13,-20.5167,57.5167,79.18,78,75,14.97
252,Ribeira Grande,PT,2021-12-22 01:22:14,38.5167,-28.7,61.02,67,99,31.54
253,Kargasok,RU,2021-12-22 01:22:14,59.0556,80.8572,6.69,96,100,11.39
254,Zorritos,PE,2021-12-22 01:22:15,-3.6805,-80.6782,75.49,81,36,6.04
255,Piacabucu,BR,2021-12-22 01:22:15,-10.4056,-36.4344,79.86,82,100,12.66
256,Morgan City,US,2021-12-22 01:22:16,29.6994,-91.2068,44.6,100,1,3.44
257,Golden,US,2021-12-22 01:20:54,39.7555,-105.2211,53.29,14,20,1.01
258,Hornepayne,CA,2021-12-22 01:22:17,49.2138,-84.7705,9.14,94,100,8.19
259,Harper,LR,2021-12-22 01:22:17,4.375,-7.7169,79.81,81,12,5.14
260,Ahipara,NZ,2021-12-22 01:22:18,-35.1667,173.1667,72.66,62,100,9.28
261,Cidreira,BR,2021-12-22 01:22:18,-30.1811,-50.2056,72.12,90,100,4.63
262,Raudeberg,NO,2021-12-22 01:22:19,61.9875,5.1352,37.87,90,100,1.99
263,Burnie,AU,2021-12-22 01:22:19,-41.0667,145.9167,68.92,40,99,10.2
264,Hofn,IS,2021-12-22 01:22:20,64.2539,-15.2082,30.85,60,100,8.41
265,Oussouye,SN,2021-12-22 01:22:20,12.485,-16.5469,75.38,31,100,8.61
266,Corn Island,NI,2021-12-22 01:22:11,12.1694,-83.0418,80.62,75,100,10.92
267,Ancud,CL,2021-12-22 01:22:21,-41.8697,-73.8203,62.13,85,5,1.63
268,Hervey Bay,AU,2021-12-22 01:22:10,-25.2986,152.8535,89.04,60,0,5.46
269,Chunskiy,RU,2021-12-22 01:22:22,56.0815,99.6342,-28.55,97,5,2.04
270,Northam,GB,2021-12-22 01:22:23,51.0333,-4.2167,44.22,87,100,15.41
271,Tevaitoa,PF,2021-12-22 01:22:23,-16.7833,-151.5,79.52,75,100,9.64
272,Parkes,AU,2021-12-22 01:22:24,-33.1333,148.1833,84.47,29,14,6.06
273,Andenes,NO,2021-12-22 01:22:24,69.3143,16.1194,19.38,86,98,9.22
274,Comodoro Rivadavia,AR,2021-12-22 01:22:25,-45.8667,-67.5,66.06,37,0,4.61
275,Brenham,US,2021-12-22 01:23:25,30.1669,-96.3977,54.48,71,1,3.44
276,Carutapera,BR,2021-12-22 01:19:35,-1.195,-46.02,79.83,79,100,9.46
277,Taoudenni,ML,2021-12-22 01:23:26,22.6783,-3.9836,70.45,31,100,9.28
278,Ndele,CF,2021-12-22 01:23:27,8.4109,20.6473,72.68,26,62,7.25
279,Bowen,AU,2021-12-22 01:23:27,-20.0167,148.2333,88.02,62,5,10.98
280,Jiwani,PK,2021-12-22 01:23:28,25.05,61.7417,73.87,77,26,10.29
281,Barbastro,ES,2021-12-22 01:23:30,42.0356,0.1269,47.77,71,11,3.85
282,Rantepao,ID,2021-12-22 01:23:31,-2.9701,119.8978,71.51,84,100,2.89
283,Imbituba,BR,2021-12-22 01:23:31,-28.24,-48.6703,75.09,94,100,6.35
284,Rumboci,BA,2021-12-22 01:23:32,43.8322,17.5011,23.54,74,37,1.16
285,Mount Gambier,AU,2021-12-22 01:23:32,-37.8333,140.7667,67.91,56,75,10.36
286,Madang,PG,2021-12-22 01:23:33,-5.2246,145.7966,83.8,77,90,2.21
287,Honiara,SB,2021-12-22 01:22:17,-9.4333,159.95,84.78,76,100,1.68
288,Walvis Bay,NA,2021-12-22 01:23:34,-22.9575,14.5053,63.09,88,0,3.44
289,Port-Cartier,CA,2021-12-22 01:23:34,50.0334,-66.8654,8.74,84,14,8.28
290,Kaoma,ZM,2021-12-22 01:23:35,-14.7833,24.8,66.06,98,100,5.46
291,Alofi,NU,2021-12-22 01:18:37,-19.0595,-169.9187,84.09,70,75,17.27
292,Yashan,CN,2021-12-22 01:23:35,22.1975,109.9419,63.19,76,27,4.92
293,Mount Isa,AU,2021-12-22 01:23:36,-20.7333,139.5,94.77,34,1,6.91
294,Porto Novo,BJ,2021-12-22 01:23:36,6.4965,2.6036,76.82,49,54,4.09
