City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,La Plata,AR,2021-12-22 01:23:37,-34.9215,-57.9545,76.98,70,0,11.07
296,Olinda,BR,2021-12-22 01:20:57,-8.0089,-34.8553,82.13,74,40,6.91
297,Almeirim,BR,2021-12-22 01:23:37,-1.5233,-52.5817,78.48,71,100,4.03
298,Narsaq,GL,2021-12-22 01:23:38,60.9167,-46.05,46.62,57,100,12.73
299,Encruzilhada Do Sul,BR,2021-12-22 01:23:38,-30.5439,-52.5219,65.55,89,56,3.65
300,Vestmannaeyjar,IS,2021-12-22 01:23:39,63.4427,-20.2734,40.62,80,100,18.84
301,Aklavik,CA,2021-12-22 01:23:39,68.2191,-135.0107,2.12,88,100,13.33
302,Mahebourg,MU,2021-12-22 01:23:40,-20.4081,57.7,79.09,78,75,14.97
303,Quatre Cocos,MU,2021-12-22 01:23:40,-20.2078,57.7625,78.91,82,82,14.99
304,Havre-Saint-Pierre,CA,2021-12-22 01:23:41,50.2334,-63.5986,15.8,73,40,17.27
305,Hamilton,US,2021-12-22 01:23:41,39.1834,-84.5333,40.1,79,1,3.0
306,Nisko,PL,2021-12-22 01:23:41,50.5199,22.1397,25.99,85,47,4.0
307,Aswan,EG,2021-12-22 01:23:42,24.0934,32.907,49.48,56,3,10.38
308,Luanda,AO,2021-12-22 01:22:49,-8.8368,13.2343,75.2,88,75,8.05
309,College,US,2021-12-22 01:23:43,64.8569,-147.8028,20.86,78,40,6.91
310,Hengyang,CN,2021-12-22 01:23:43,26.8881,112.615,55.58,57,0,2.01
311,Worcester,US,2021-12-22 01:23:44,42.3334,-71.8328,32.07,85,100,2.89
312,Saint-Augustin,CA,2021-12-22 01:23:45,51.226,-58.6502,11.52,94,65,6.98
313,Pacific Grove,US,2021-12-22 01:23:45,36.6177,-121.9166,58.68,69,90,1.99
314,Achhnera,IN,2021-12-22 01:23:45,27.1833,77.7667,50.81,39,6,1.72
315,Payson,US,2021-12-22 01:23:46,40.0444,-111.7321,34.27,69,1,0.0
316,Peleduy,RU,2021-12-22 01:23:46,59.6289,112.7406,-34.04,100,100,2.01
317,Port Hueneme,US,2021-12-22 01:19:42,34.1478,-119.1951,64.15,76,1,5.75
318,Qixingtai,CN,2021-12-22 01:23:47,30.4135,111.8874,52.92,52,0,3.04
319,San Ramon,US,2021-12-22 01:22:37,37.7799,-121.978,54.59,85,90,3.0
320,Isangel,VU,2021-12-22 01:22:47,-19.55,169.2667,86.11,79,75,2.3
321,Vardo,NO,2021-12-22 01:21:10,70.3705,31.1107,31.82,88,100,30.04
322,Messina,IT,2021-12-22 01:23:49,38.1933,15.5497,55.18,82,40,1.99
323,Katsuura,JP,2021-12-22 01:23:49,35.1333,140.3,53.71,64,0,13.42
324,Aden,YE,2021-12-22 01:24:49,12.7794,45.0367,76.41,74,36,9.98
325,Tubuala,PA,2021-12-22 01:24:50,9.5167,-79.0333,79.56,80,100,3.11
326,Yumen,CN,2021-12-22 01:24:50,40.2833,97.2,24.08,36,100,9.6
327,Antalaha,MG,2021-12-22 01:24:51,-14.9003,50.2788,75.87,92,100,2.82
328,Coquimbo,CL,2021-12-22 01:24:52,-29.9533,-71.3436,60.53,88,20,8.05
329,Oksfjord,NO,2021-12-22 01:24:52,70.2396,22.3479,16.72,66,31,5.53
330,Bandarbeyla,SO,2021-12-22 01:22:16,9.4942,50.8122,75.74,75,94,11.74
331,Culfa,AZ,2021-12-22 01:24:53,38.9558,45.6308,35.47,95,92,4.85
332,Dolinsk,RU,2021-12-22 01:24:53,47.35,142.8,26.46,83,100,22.19
333,Sokoni,TZ,2021-12-22 01:24:54,-6.4333,39.55,81.19,78,98,3.44
334,Roros,NO,2021-12-22 01:24:54,62.5747,11.3842,19.24,93,90,5.75
335,Tahe,CN,2021-12-22 01:24:55,52.3333,124.7333,-19.3,83,74,2.71
336,Sangar,RU,2021-12-22 01:24:55,63.9242,127.4739,-53.88,100,71,1.88
337,Erzin,TR,2021-12-22 01:24:56,36.9559,36.2,43.52,59,5,3.65
338,Raduzhnyy,RU,2021-12-22 01:24:56,62.0961,77.475,6.76,95,100,11.97
339,Orlik,RU,2021-12-22 01:24:57,52.5178,99.825,-0.09,99,100,0.94
340,Natal,BR,2021-12-22 01:24:57,-5.795,-35.2094,81.25,83,20,5.75
341,Rio Grande,BR,2021-12-22 01:20:03,-32.035,-52.0986,70.95,87,0,10.56
342,Treinta Y Tres,UY,2021-12-22 01:24:58,-33.2333,-54.3833,65.59,76,45,9.44
343,Hanyang,CN,2021-12-22 01:24:59,32.1371,105.5126,40.35,81,0,2.84
344,Maliq,AL,2021-12-22 01:24:59,40.7058,20.6997,26.01,75,100,2.73
345,Keti Bandar,PK,2021-12-22 01:25:00,24.1447,67.4497,72.19,76,83,8.86
346,Sault Sainte Marie,CA,2021-12-22 01:21:14,46.5168,-84.3333,28.22,89,90,4.61
347,Las Rosas,AR,2021-12-22 01:25:00,-32.4766,-61.5804,76.77,50,5,10.83
348,Axim,GH,2021-12-22 01:25:01,4.8699,-2.2405,78.84,76,45,1.39
349,Mombetsu,JP,2021-12-22 01:25:01,44.3525,143.3525,30.85,63,75,16.11
350,Cabedelo,BR,2021-12-22 01:25:02,-6.9811,-34.8339,79.47,77,99,8.86
351,Cherskiy,RU,2021-12-22 01:25:02,68.75,161.3,-20.42,98,100,8.7
352,Neringa,LT,2021-12-22 01:25:03,55.3719,21.0647,14.09,77,11,5.93
353,Channel-Port Aux Basques,CA,2021-12-22 01:25:04,47.5702,-59.1367,32.02,76,62,29.64
354,Kulhudhuffushi,MV,2021-12-22 01:25:04,6.6221,73.07,80.64,72,96,2.37
355,Natchez,US,2021-12-22 01:25:05,31.5604,-91.4032,43.02,72,1,0.0
356,Kayerkan,RU,2021-12-22 01:25:05,69.3497,87.7602,-17.14,87,100,7.83
357,Xining,CN,2021-12-22 01:25:06,36.6167,101.7667,21.16,40,5,2.19
358,Kemijarvi,FI,2021-12-22 01:25:06,66.7131,27.4306,1.63,99,87,2.1
359,Elizabeth City,US,2021-12-22 01:25:07,36.2946,-76.2511,53.98,94,90,8.05
360,Coello,CO,2021-12-22 01:25:07,4.2891,-74.8982,78.24,80,99,3.56
361,Lagoa,PT,2021-12-22 01:25:08,39.05,-27.9833,60.03,70,100,31.81
362,Beira,MZ,2021-12-22 01:25:08,-19.8436,34.8389,77.09,83,75,5.75
363,Dunedin,NZ,2021-12-22 01:25:09,-45.8742,170.5036,65.8,67,100,3.0
364,Jalu,LY,2021-12-22 01:25:09,29.0331,21.5482,53.17,46,0,6.15
365,Zhigalovo,RU,2021-12-22 01:25:10,54.8097,105.1578,-36.0,100,36,0.94
366,Chapada Dos Guimaraes,BR,2021-12-22 01:25:10,-15.4606,-55.7497,71.26,95,100,2.93
367,Fairbanks,US,2021-12-22 01:24:55,64.8378,-147.7164,19.36,79,1,13.8
368,Hennebont,FR,2021-12-22 01:25:11,47.8051,-3.2734,37.9,94,100,10.36
369,Bela,IN,2021-12-22 01:25:12,25.9333,81.9833,49.41,39,29,4.94
370,Vanderhoof,CA,2021-12-22 01:26:12,54.0166,-124.0198,15.46,96,100,2.35
371,Ruidoso,US,2021-12-22 01:26:13,33.3317,-105.673,48.9,16,1,9.22
372,Plainview,US,2021-12-22 01:26:14,40.7765,-73.4673,43.47,71,40,3.44
373,Nouakchott,MR,2021-12-22 01:26:14,18.0858,-15.9785,67.93,47,100,6.33
374,Plastun,RU,2021-12-22 01:26:15,44.7561,136.2939,6.3,60,94,13.85
375,Menongue,AO,2021-12-22 01:26:15,-14.6585,17.691,62.76,93,100,1.12
376,Kawalu,ID,2021-12-22 01:26:16,-7.3817,108.2082,78.53,78,99,2.3
377,Stony Plain,CA,2021-12-22 01:24:42,53.5334,-114.0021,23.59,94,90,4.61
378,Tamiahua,MX,2021-12-22 01:26:16,21.2667,-97.45,67.53,77,4,4.05
379,Buzmeyin,TM,2021-12-22 01:26:17,38.0507,58.2056,44.33,57,0,2.3
380,Muncar,ID,2021-12-22 01:26:17,-8.4333,114.3333,81.64,75,100,2.08
381,Les Cayes,HT,2021-12-22 01:26:18,18.2,-73.75,75.16,81,55,4.56
382,Dikson,RU,2021-12-22 01:26:18,73.5069,80.5464,-25.11,93,69,8.12
383,Mugan,CN,2021-12-22 01:26:19,35.9404,101.3842,21.88,29,5,2.64
384,Xai-Xai,MZ,2021-12-22 01:26:19,-25.0519,33.6442,68.56,84,100,6.29
385,Dawlatabad,AF,2021-12-22 01:26:20,36.4141,64.9053,55.72,76,98,5.41
386,Thompson,CA,2021-12-22 01:26:20,55.7435,-97.8558,-20.04,76,75,2.3
387,Naze,JP,2021-12-22 01:23:52,28.3667,129.4833,63.52,89,100,3.44
388,Bathurst,AU,2021-12-22 01:26:22,-33.4166,149.5806,85.96,40,100,1.99
389,Solok,ID,2021-12-22 01:26:22,-0.7918,100.6593,74.35,84,42,0.78
390,Folsom,US,2021-12-22 01:26:23,38.678,-121.1761,54.97,88,75,5.99
391,Aligarh,IN,2021-12-22 01:26:23,27.8833,78.0833,50.36,29,5,2.01
392,Gazanjyk,TM,2021-12-22 01:26:24,39.2446,55.5154,45.32,85,0,5.21
393,Dire Dawa,ET,2021-12-22 01:26:24,9.5931,41.8661,67.17,63,63,1.86
394,Igarka,RU,2021-12-22 01:26:25,67.4667,86.5833,-10.48,83,100,14.81
395,Keetmanshoop,NA,2021-12-22 01:26:25,-26.5833,18.1333,67.96,47,0,5.14
396,Yar-Sale,RU,2021-12-22 01:26:26,66.8333,70.8333,-12.23,100,92,8.28
397,Gharo,PK,2021-12-22 01:26:26,24.7424,67.5856,64.62,89,2,5.79
398,Tupik,RU,2021-12-22 01:26:27,54.4253,119.9327,-21.42,90,100,3.04
399,Deputatskiy,RU,2021-12-22 01:26:27,69.3,139.9,-19.73,85,100,4.81
400,Pangnirtung,CA,2021-12-22 01:26:28,66.1451,-65.7125,31.26,84,100,10.74
401,Sayyan,YE,2021-12-22 01:26:28,15.1718,44.3244,47.82,39,0,1.68
402,Butwal,NP,2021-12-22 01:26:28,27.7006,83.4484,52.39,50,0,4.29
403,Manuk Mangkaw,PH,2021-12-22 01:26:29,4.8,119.85,81.99,74,100,5.37
404,Onverwacht,SR,2021-12-22 01:26:30,5.5833,-55.1833,78.98,94,40,3.44
405,Anchorage,US,2021-12-22 01:26:30,61.2181,-149.9003,19.35,89,40,0.0
406,Khasan,RU,2021-12-22 01:26:31,42.4308,130.6434,14.92,48,16,15.14
407,Bubaque,GW,2021-12-22 01:26:31,11.2833,-15.8333,82.02,47,100,19.3
408,Itaueira,BR,2021-12-22 01:26:32,-7.6033,-43.0256,76.06,89,100,0.92
409,Santa Cruz,BO,2021-12-22 01:26:32,-17.8,-63.1667,76.46,94,75,0.0
410,Geraldton,AU,2021-12-22 01:26:33,-28.7667,114.6,75.13,68,90,17.27
411,Tual,ID,2021-12-22 01:26:34,-5.6667,132.75,82.8,78,100,14.29
412,Sao Gabriel Da Cachoeira,BR,2021-12-22 01:26:34,-0.1303,-67.0892,74.39,98,99,0.54
413,Springbok,ZA,2021-12-22 01:26:35,-29.6643,17.8865,58.05,79,2,4.14
414,Idil,TR,2021-12-22 01:26:35,37.3411,41.8895,35.85,76,51,5.66
415,Iracoubo,GF,2021-12-22 01:27:36,5.4802,-53.2011,77.5,93,100,10.89
416,Birjand,IR,2021-12-22 01:27:37,32.8663,59.2211,43.27,87,0,4.61
417,Pidhorodne,UA,2021-12-22 01:27:37,48.5753,35.1068,9.64,60,92,12.44
418,Irece,BR,2021-12-22 01:23:59,-11.3042,-41.8558,69.53,94,100,8.25
419,Bourail,NC,2021-12-22 01:27:38,-21.5667,165.4833,83.82,65,54,5.86
420,Leningradskiy,RU,2021-12-22 01:27:38,69.3833,178.4167,-9.74,77,12,12.84
421,Achinsk,RU,2021-12-22 01:27:39,56.2694,90.4993,-6.39,99,90,3.47
422,Poum,NC,2021-12-22 01:27:39,-20.2333,164.0167,80.89,78,6,8.39
423,Veraval,IN,2021-12-22 01:27:40,20.9,70.3667,67.37,36,5,8.19
424,Mehamn,NO,2021-12-22 01:27:40,71.0357,27.8492,32.23,76,100,22.75
425,Cascais,PT,2021-12-22 01:27:41,38.6979,-9.4215,58.35,71,100,13.0
426,Port Hardy,CA,2021-12-22 01:27:41,50.6996,-127.4199,37.4,93,90,16.11
427,Xiaoshi,CN,2021-12-22 01:27:42,41.2971,124.1209,12.22,44,96,2.21
428,Zella-Mehlis,DE,2021-12-22 01:27:42,50.65,10.65,23.14,87,17,2.04
429,Hovd,MN,2021-12-22 01:27:43,48.0056,91.6419,15.53,92,83,4.88
430,Kirakira,SB,2021-12-22 01:25:10,-10.4544,161.9205,84.58,79,94,5.37
431,Tiznit,MA,2021-12-22 01:27:43,29.5833,-9.5,61.34,59,11,8.34
432,Port Shepstone,ZA,2021-12-22 01:27:44,-30.7414,30.455,70.05,90,67,8.99
433,Amahai,ID,2021-12-22 01:27:44,-3.3333,128.9167,83.71,69,100,4.07
434,Barabai,ID,2021-12-22 01:27:45,-2.5833,115.3833,81.77,80,94,0.56
435,Tarcau,RO,2021-12-22 01:27:45,46.8667,26.1333,16.14,94,27,4.54
436,Nurota,UZ,2021-12-22 01:27:46,40.5614,65.6886,48.29,61,0,19.91
437,Narok,KE,2021-12-22 01:27:46,-1.0783,35.8601,58.66,88,100,5.26
438,Tilichiki,RU,2021-12-22 01:27:47,60.4667,166.1,-0.17,91,100,14.14
439,Nova Petropolis,BR,2021-12-22 01:27:47,-29.3764,-51.1144,70.18,97,100,1.03
440,Dhidhdhoo,MV,2021-12-22 01:27:48,6.8833,73.1,80.69,75,62,5.5
441,Inuvik,CA,2021-12-22 01:27:48,68.3499,-133.7218,2.16,85,90,6.91
442,Longyearbyen,SJ,2021-12-22 01:27:49,78.2186,15.6401,15.64,86,90,6.91
443,Tacna,PE,2021-12-22 01:27:49,-18.0056,-70.2483,63.5,86,100,3.04
444,Petropavlovsk-Kamchatskiy,RU,2021-12-22 01:27:50,53.0452,158.6483,10.99,62,0,2.24
445,Port Keats,AU,2021-12-22 01:27:50,-14.25,129.55,91.9,58,100,3.6
446,Gwadar,PK,2021-12-22 01:27:51,25.1216,62.3254,72.21,79,16,9.71
447,Chegdomyn,RU,2021-12-22 01:27:51,51.1167,133.0167,-10.84,95,100,1.95
448,Pandan Niog,PH,2021-12-22 01:27:52,6.2282,120.5631,83.01,73,95,9.57
449,Conde,BR,2021-12-22 01:27:53,-7.2597,-34.9075,78.26,89,20,4.61
450,Sabancuy,MX,2021-12-22 01:27:53,18.9667,-91.1833,75.24,65,0,12.88
451,Mzimba,MW,2021-12-22 01:27:54,-11.9,33.6,65.77,82,95,7.99
452,Morro Bay,US,2021-12-22 01:27:54,35.3658,-120.8499,58.19,71,100,1.77
453,Coari,BR,2021-12-22 01:24:46,-4.085,-63.1414,76.23,98,100,1.52
454,Ozinki,RU,2021-12-22 01:27:55,51.1786,49.6769,6.4,94,6,5.73
455,Jiexiu,CN,2021-12-22 01:27:55,37.0244,111.9125,40.48,24,0,5.46
456,Zharkent,KZ,2021-12-22 01:27:56,44.1628,80.0,31.82,52,0,4.74
457,Olafsvik,IS,2021-12-22 01:27:56,64.8945,-23.7142,35.17,68,100,15.61
458,Kaspiyskiy,RU,2021-12-22 01:27:57,45.3929,47.3707,33.71,87,99,4.07
459,Osorno,CL,2021-12-22 01:27:57,-40.5667,-73.15,61.11,55,0,5.75
460,Namibe,AO,2021-12-22 01:27:58,-15.1961,12.1522,68.2,78,21,8.43
461,Ubinskoye,RU,2021-12-22 01:28:58,55.3068,79.6802,9.25,100,100,8.34
462,Vila Velha,BR,2021-12-22 01:25:10,-20.3297,-40.2925,73.35,94,90,1.01
463,Disna,BY,2021-12-22 01:28:59,55.568,28.1971,13.89,86,100,9.01
464,San Carlos De Bariloche,AR,2021-12-22 01:28:15,-41.1456,-71.3082,64.15,48,0,5.75
465,Makakilo City,US,2021-12-22 01:29:00,21.3469,-158.0858,71.92,71,75,10.36
466,Khlung,TH,2021-12-22 01:29:00,12.4547,102.2214,82.11,100,100,2.68
467,Pankovka,RU,2021-12-22 01:29:01,58.5,31.1999,11.73,93,100,7.02
468,Cap-Aux-Meules,CA,2021-12-22 01:29:01,47.3821,-61.8597,28.45,69,20,27.63
469,Flinders,AU,2021-12-22 01:29:02,-34.5833,150.8552,82.8,68,100,8.37
470,Vostok,RU,2021-12-22 01:29:02,46.4856,135.8833,-6.79,95,100,3.06
471,Doka,SD,2021-12-22 01:29:03,13.5167,35.7667,72.66,65,9,13.6
472,Kanel,SN,2021-12-22 01:29:03,15.4916,-13.1763,80.55,16,100,11.36
473,Abu Kamal,SY,2021-12-22 01:29:04,34.4506,40.9171,48.78,74,6,8.84
474,Ziro,IN,2021-12-22 01:29:04,27.6333,93.8333,32.29,66,26,3.04
475,Ardesen,TR,2021-12-22 01:29:05,41.1911,40.9875,44.56,77,100,20.45
476,Erdenet,MN,2021-12-22 01:29:05,49.0333,104.0833,3.11,96,100,2.71
477,Namatanai,PG,2021-12-22 01:29:06,-3.6667,152.4333,84.47,73,100,0.63
478,Corvallis,US,2021-12-22 01:29:07,44.5646,-123.262,47.19,89,90,4.61
479,Keuruu,FI,2021-12-22 01:29:07,62.2667,24.7,9.55,97,44,3.65
480,Beri,IN,2021-12-22 01:29:07,25.9031,79.8902,50.34,37,0,3.09
481,Kagalnik,RU,2021-12-22 01:29:08,47.0769,39.323,21.88,77,100,16.55
482,Adwa,ET,2021-12-22 01:29:08,14.1646,38.8955,56.03,79,6,4.34
483,Imperia,IT,2021-12-22 01:29:09,43.9667,7.7833,45.0,56,50,6.67
484,Assiniboia,CA,2021-12-22 01:29:09,49.6334,-105.9845,19.31,68,100,6.91
485,Soyo,AO,2021-12-22 01:26:04,-6.1349,12.3689,77.83,90,100,10.85
486,Astaneh-Ye Ashrafiyeh,IR,2021-12-22 01:29:10,37.2596,49.9444,53.02,47,0,4.76
487,Lazaro Cardenas,MX,2021-12-22 01:29:10,17.9583,-102.2,77.76,79,0,2.51
488,Baniyas,SY,2021-12-22 01:29:11,35.1819,35.9487,59.29,76,56,16.44
489,Mahibadhoo,MV,2021-12-22 01:29:11,3.7833,72.9667,81.86,73,96,11.39
490,Santa Rosa,PH,2021-12-22 01:29:12,14.3122,121.1114,85.08,74,100,3.4
491,Kuching,MY,2021-12-22 01:29:13,1.55,110.3333,84.42,84,20,0.0
492,Moroto,UG,2021-12-22 01:29:14,2.5345,34.6666,67.12,68,74,6.24
493,Semnan,IR,2021-12-22 01:29:15,35.5729,53.3971,38.48,44,0,3.18
494,Azacualpa,HN,2021-12-22 01:29:15,15.3433,-88.5514,74.19,98,86,2.04
495,Lufilufi,WS,2021-12-22 01:29:16,-13.8745,-171.5986,82.18,75,99,14.58
496,Zhuhai,CN,2021-12-22 01:29:16,22.2769,113.5678,67.98,77,40,13.8
497,Benguela,AO,2021-12-22 01:29:17,-12.5763,13.4055,73.78,82,75,4.81
498,Shaoguan,CN,2021-12-22 01:29:17,24.8,113.5833,56.97,82,90,1.88
499,Petauke,ZM,2021-12-22 01:29:18,-14.2426,31.3253,65.91,91,25,4.36
500,Yulara,AU,2021-12-22 01:29:18,-25.2406,130.9889,93.04,22,0,6.91
501,Kaeo,NZ,2021-12-22 01:29:19,-35.1,173.7833,79.32,62,100,6.06
502,Dickinson,US,2021-12-22 01:29:19,29.4608,-95.0513,57.31,77,20,8.05
503,Camabatela,AO,2021-12-22 01:29:20,-8.1881,15.375,64.36,99,100,2.28
504,San Policarpo,PH,2021-12-22 01:29:20,12.1791,125.5072,81.64,78,100,5.37
505,Berbera,SO,2021-12-22 01:29:21,10.4396,45.0143,74.97,75,100,4.65
506,Morwell,AU,2021-12-22 01:29:21,-38.2333,146.4,67.91,66,52,7.09
507,Sahuaripa,MX,2021-12-22 01:29:22,29.05,-109.2333,64.74,17,63,1.63
508,Manta,EC,2021-12-22 01:29:22,-0.95,-80.7333,73.18,83,0,6.91
509,Pizarro,CO,2021-12-22 01:30:23,4.9533,-77.366,74.28,96,100,1.21
510,Usinsk,RU,2021-12-22 01:30:24,65.9939,57.5281,-14.26,96,65,7.47
511,Cochrane,CA,2021-12-22 01:30:08,51.1834,-114.4687,34.43,40,90,17.27
512,Kemin,KG,2021-12-22 01:30:25,42.7846,75.6892,36.14,41,100,9.53
513,Macusani,PE,2021-12-22 01:30:21,-14.0833,-70.4333,38.03,99,100,3.49
514,Dolores,AR,2021-12-22 01:30:01,-36.3132,-57.6792,63.59,91,94,7.14
515,Santa Luzia,BR,2021-12-22 01:29:51,-19.7697,-43.8514,72.5,78,0,11.5
516,Saint-Joseph,RE,2021-12-22 01:30:27,-21.3667,55.6167,77.38,88,100,11.25
517,Auki,SB,2021-12-22 01:30:27,-8.7676,160.7034,83.37,83,80,7.23
518,Kamenka,RU,2021-12-22 01:30:28,51.3223,42.7678,3.74,96,61,4.92
519,Polysayevo,RU,2021-12-22 01:30:29,54.6012,86.2459,1.56,100,97,3.96
520,Faanui,PF,2021-12-22 01:30:29,-16.4833,-151.75,79.14,75,100,10.69
521,Sturgeon Falls,CA,2021-12-22 01:30:30,46.3646,-79.9326,23.09,94,100,10.85
522,Tomatlan,MX,2021-12-22 01:30:30,19.9333,-105.25,68.38,79,0,1.1
523,Rosetta,EG,2021-12-22 01:30:31,31.4044,30.4164,58.46,78,62,12.73
524,Thinadhoo,MV,2021-12-22 01:30:32,0.5333,72.9333,80.38,75,99,1.23
525,Lakes Entrance,AU,2021-12-22 01:30:32,-37.8811,147.981,69.17,61,18,11.18
526,Zyryanka,RU,2021-12-22 01:30:33,65.75,150.85,-39.14,96,12,6.69
527,Sabha,LY,2021-12-22 01:30:33,27.0377,14.4283,47.86,33,100,2.66
528,Liverpool,GB,2021-12-22 01:28:42,53.4106,-2.9779,38.44,86,100,5.99
529,Pandan,PH,2021-12-22 01:30:34,14.0453,124.1694,81.52,77,99,5.55
530,Nosy Varika,MG,2021-12-22 01:30:35,-20.5833,48.5333,74.23,97,100,5.32
531,Ode,NG,2021-12-22 01:30:35,7.7899,5.7117,72.18,33,11,5.08
532,Sakakah,SA,2021-12-22 01:30:36,29.9697,40.2064,40.57,51,0,3.47
533,Buala,SB,2021-12-22 01:30:36,-8.145,159.5921,86.4,71,83,6.08
534,Rosario Oeste,BR,2021-12-22 01:30:37,-14.8361,-56.4275,75.15,94,100,1.32
535,Ornes,NO,2021-12-22 01:30:37,66.8689,13.7078,22.84,67,28,5.93
536,Muri,IN,2021-12-22 01:30:38,23.3667,85.8667,51.03,44,1,4.0
537,Danielskuil,ZA,2021-12-22 01:30:39,-28.1887,23.5395,59.23,86,100,9.86
538,Lahij,YE,2021-12-22 01:30:39,13.1667,44.5833,68.65,86,75,4.81
539,Miles City,US,2021-12-22 01:30:40,46.4083,-105.8406,20.37,68,1,4.61
540,Oranjemund,NA,2021-12-22 01:30:40,-28.55,16.4333,60.51,90,0,3.8
541,Port-Gentil,GA,2021-12-22 01:30:41,-0.7193,8.7815,80.74,80,100,5.73
542,Radebeul,DE,2021-12-22 01:30:41,51.1065,13.6605,33.22,87,75,1.14
543,Tromso,NO,2021-12-22 01:30:42,69.6496,18.957,17.38,79,0,8.05
544,Inirida,CO,2021-12-22 01:30:42,3.8653,-67.9239,74.43,97,100,0.58
545,Beloha,MG,2021-12-22 01:30:43,-25.1667,45.05,70.7,88,84,7.14
546,Sladkovo,RU,2021-12-22 01:30:44,55.5284,70.3385,21.94,88,100,15.79
547,San Luis,AR,2021-12-22 01:30:45,-33.295,-66.3356,71.51,68,0,18.75
548,Islamkot,PK,2021-12-22 01:30:45,24.6997,70.177,63.19,91,0,5.75
549,Chau Doc,VN,2021-12-22 01:30:46,10.7,105.1167,79.63,76,91,4.74
550,Raymond,US,2021-12-22 01:30:46,43.9015,-70.4703,30.76,81,30,2.86
551,Kloulklubed,PW,2021-12-22 01:30:47,7.0419,134.2556,81.1,68,61,21.3
552,Iquitos,PE,2021-12-22 01:30:48,-3.7481,-73.2472,77.04,94,75,3.44
553,Mookane,BW,2021-12-22 01:31:48,-23.688,26.6595,68.25,73,69,8.34
554,La Paz,BO,2021-12-22 01:31:49,-16.5,-68.15,49.98,93,75,6.91
555,Eyl,SO,2021-12-22 01:31:50,7.9803,49.8164,74.26,76,45,13.65
556,Ensenada,MX,2021-12-22 01:31:50,31.8667,-116.6167,60.94,72,99,0.83
557,Berlevag,NO,2021-12-22 01:31:50,70.8578,29.0864,32.02,85,100,27.81
558,Turayf,SA,2021-12-22 01:31:51,31.6725,38.6637,39.45,100,0,4.61
559,Labuhan,ID,2021-12-22 01:31:52,-6.8844,112.2051,83.28,70,100,4.34
560,Terra Santa,BR,2021-12-22 01:31:52,-2.1042,-56.4869,78.46,78,97,1.97
561,Thap Than,TH,2021-12-22 01:31:53,15.4606,99.8917,75.33,60,2,4.09
562,Iralaya,HN,2021-12-22 01:31:53,15.0,-83.2333,75.9,76,100,6.8
563,Bayanday,RU,2021-12-22 01:31:54,53.0661,105.5139,-26.57,96,5,3.65
564,Kyra,RU,2021-12-22 01:31:54,49.5776,111.9753,-1.64,72,0,4.34
